detector,method_id,component,pipeline,prediction_field,scope_type,scope_id,samples,frames,truth_occupied,truth_vacant,tp,tn,fp,fn,macro_f1,occupied_precision,occupied_recall,occupied_f1,vacant_precision,vacant_recall,vacant_f1,accuracy,balanced_accuracy,false_free_rate,false_occupied_rate,occupied_count_mae,occupied_count_rmse,occupied_count_mean_signed_error
D1,QV2-0,R0,B1,detector_occupied,slot,slot_07,376,376,17,359,17,359,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
D1,QV2-0,R0,B1,detector_occupied,slot,slot_08,376,376,2,374,2,374,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
D1,QV2-0,R0,B1,detector_occupied,slot,slot_09,376,376,2,374,2,374,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
D1,QV2-0,R0,B1,detector_occupied,slot,slot_10,376,376,20,356,0,356,0,20,0.4863387978142077,0.0,0.0,0.0,0.9468085106382979,1.0,0.9726775956284154,0.9468085106382979,0.5,1.0,0.0,0.05319148936170213,0.23063280200722128,-0.05319148936170213
D1,QV2-0,R0,B1,detector_occupied,slot,slot_11,376,376,67,309,9,296,13,58,0.5475791007846527,0.4090909090909091,0.13432835820895522,0.20224719101123595,0.8361581920903954,0.9579288025889967,0.8929110105580693,0.8111702127659575,0.5461285803989759,0.8656716417910447,0.042071197411003236,0.18882978723404256,0.4345454950106405,-0.1196808510638298
D1,QV2-0,R0,B1,detector_occupied,slot,slot_12,376,376,47,329,2,263,66,45,0.4302641457920961,0.029411764705882353,0.0425531914893617,0.034782608695652174,0.8538961038961039,0.7993920972644377,0.82574568288854,0.7047872340425532,0.4209726443768997,0.9574468085106383,0.2006079027355623,0.29521276595744683,0.5433348561959253,0.05585106382978723
D1,QV2-0,R0,B1,detector_occupied,slot,slot_13,376,376,72,304,15,275,29,57,0.5617002819345044,0.3409090909090909,0.20833333333333334,0.25862068965517243,0.8283132530120482,0.9046052631578947,0.8647798742138364,0.7712765957446809,0.556469298245614,0.7916666666666666,0.09539473684210527,0.22872340425531915,0.47825035729763876,-0.07446808510638298
D1,QV2-0,R0,B1,detector_occupied,slot,slot_14,376,376,23,353,20,349,4,3,0.9205673758865248,0.8333333333333334,0.8695652173913043,0.851063829787234,0.9914772727272727,0.9886685552407932,0.9900709219858156,0.9813829787234043,0.9291168863160488,0.13043478260869565,0.0113314447592068,0.018617021276595744,0.13644420572745383,0.0026595744680851063
D1,QV2-0,R0,B1,detector_occupied,slot,slot_15,376,376,48,328,9,328,0,39,0.6298371828852707,1.0,0.1875,0.3157894736842105,0.8937329700272479,1.0,0.943884892086331,0.8962765957446809,0.59375,0.8125,0.0,0.10372340425531915,0.3220611809195873,-0.10372340425531915
D1,QV2-0,R0,B1,detector_occupied,slot,slot_16,376,376,91,285,31,285,0,60,0.70647931303669,1.0,0.34065934065934067,0.5081967213114754,0.8260869565217391,1.0,0.9047619047619047,0.8404255319148937,0.6703296703296704,0.6593406593406593,0.0,0.1595744680851064,0.3994677309684806,-0.1595744680851064
D1,QV2-0,R0,B1,detector_occupied,slot,slot_17,376,376,26,350,0,348,2,26,0.4806629834254144,0.0,0.0,0.0,0.93048128342246,0.9942857142857143,0.9613259668508288,0.925531914893617,0.49714285714285716,1.0,0.005714285714285714,0.07446808510638298,0.27288841145490766,-0.06382978723404255
D1,QV2-0,R0,B1,detector_occupied,slot,slot_18,376,376,34,342,0,342,0,34,0.47632311977715874,0.0,0.0,0.0,0.9095744680851063,1.0,0.9526462395543175,0.9095744680851063,0.5,1.0,0.0,0.09042553191489362,0.30070838351282064,-0.09042553191489362
D1,QV2-0,R0,B1,detector_occupied,slot,slot_19,376,376,53,323,1,319,4,52,0.47689555798469635,0.2,0.018867924528301886,0.034482758620689655,0.8598382749326146,0.9876160990712074,0.9193083573487031,0.851063829787234,0.5032420117997547,0.9811320754716981,0.01238390092879257,0.14893617021276595,0.38592249249397986,-0.1276595744680851
D1,QV2-0,R0,B1,detector_occupied,slot,slot_20,376,376,19,357,0,323,34,19,0.46208869814020026,0.0,0.0,0.0,0.9444444444444444,0.9047619047619048,0.9241773962804005,0.8590425531914894,0.4523809523809524,1.0,0.09523809523809523,0.14095744680851063,0.3754430007451339,0.0398936170212766
D1,QV2-0,R1,B1 + F2,raw_state,overall,all,7896,376,798,7098,296,6908,190,502,0.7066806840698912,0.6090534979423868,0.37092731829573933,0.46105919003115264,0.9322537112010796,0.9732318963088193,0.9523021781086297,0.9123606889564336,0.6720796073022793,0.6290726817042607,0.026768103691180614,0.9627659574468085,1.3248845794770843,-0.8297872340425532
D1,QV2-0,R1,B1 + F2,raw_state,sequence,gopro1,525,25,41,484,4,481,3,37,0.563373253493014,0.5714285714285714,0.0975609756097561,0.16666666666666669,0.9285714285714286,0.993801652892562,0.9600798403193613,0.9238095238095239,0.5456813142511591,0.9024390243902439,0.006198347107438017,1.36,1.7204650534085253,-1.36
D1,QV2-0,R1,B1 + F2,raw_state,sequence,gopro11,525,25,70,455,33,430,25,37,0.7241899403470715,0.5689655172413793,0.4714285714285714,0.515625,0.9207708779443254,0.945054945054945,0.932754880694143,0.8819047619047619,0.7082417582417582,0.5285714285714286,0.054945054945054944,0.64,0.9797958971132712,-0.48
D1,QV2-0,R1,B1 + F2,raw_state,sequence,gopro12,567,27,52,515,33,513,2,19,0.8692816915324573,0.9428571428571428,0.6346153846153846,0.7586206896551724,0.9642857142857143,0.996116504854369,0.9799426934097423,0.9629629629629629,0.8153659447348768,0.36538461538461536,0.003883495145631068,0.7037037037037037,1.1055415967851334,-0.6296296296296297
D1,QV2-0,R1,B1 + F2,raw_state,sequence,gopro19,42,2,4,38,1,38,0,3,0.6810126582278482,1.0,0.25,0.4,0.926829268292683,1.0,0.9620253164556963,0.9285714285714286,0.625,0.75,0.0,1.5,1.5811388300841898,-1.5
D1,QV2-0,R1,B1 + F2,raw_state,sequence,gopro23,945,45,150,795,55,756,39,95,0.6847050973049419,0.5851063829787234,0.36666666666666664,0.45081967213114754,0.8883666274970623,0.9509433962264151,0.9185905224787363,0.8582010582010582,0.6588050314465409,0.6333333333333333,0.04905660377358491,1.288888888888889,1.8012341448141729,-1.2444444444444445
D1,QV2-0,R1,B1 + F2,raw_state,sequence,gopro24,630,30,101,529,30,485,44,71,0.6184331797235023,0.40540540540540543,0.297029702970297,0.34285714285714286,0.8723021582733813,0.9168241965973535,0.8940092165898618,0.8174603174603174,0.6069269497838252,0.7029702970297029,0.0831758034026465,0.9666666666666667,1.1972189997378648,-0.9
D1,QV2-0,R1,B1 + F2,raw_state,sequence,gopro25,63,3,19,44,1,38,6,18,0.41846153846153844,0.14285714285714285,0.05263157894736842,0.07692307692307693,0.6785714285714286,0.8636363636363636,0.76,0.6190476190476191,0.45813397129186606,0.9473684210526315,0.13636363636363635,4.0,4.0,-4.0
D1,QV2-0,R1,B1 + F2,raw_state,sequence,gopro26,588,28,40,548,19,547,1,21,0.806810035842294,0.95,0.475,0.6333333333333334,0.9630281690140845,0.9981751824817519,0.9802867383512546,0.9625850340136054,0.7365875912408759,0.525,0.0018248175182481751,0.7142857142857143,1.0,-0.7142857142857143
D1,QV2-0,R1,B1 + F2,raw_state,sequence,gopro30,42,2,2,40,1,40,0,1,0.8271604938271604,1.0,0.5,0.6666666666666666,0.975609756097561,1.0,0.9876543209876543,0.9761904761904762,0.75,0.5,0.0,0.5,0.7071067811865476,-0.5
D1,QV2-0,R1,B1 + F2,raw_state,sequence,gopro33,336,16,32,304,0,301,3,32,0.47252747252747246,0.0,0.0,0.0,0.9039039039039038,0.9901315789473685,0.9450549450549449,0.8958333333333334,0.49506578947368424,1.0,0.009868421052631578,1.8125,1.8540496217739157,-1.8125
D1,QV2-0,R1,B1 + F2,raw_state,sequence,gopro34,546,26,44,502,6,494,8,38,0.5812045621289935,0.42857142857142855,0.13636363636363635,0.20689655172413793,0.9285714285714286,0.9840637450199203,0.9555125725338491,0.9157509157509157,0.5602136906917783,0.8636363636363636,0.01593625498007968,1.2307692307692308,1.4142135623730951,-1.1538461538461537
D1,QV2-0,R1,B1 + F2,raw_state,sequence,gopro36,42,2,3,39,2,36,3,1,0.7236842105263157,0.4,0.6666666666666666,0.5,0.972972972972973,0.9230769230769231,0.9473684210526315,0.9047619047619048,0.7948717948717949,0.3333333333333333,0.07692307692307693,1.0,1.0,1.0
D1,QV2-0,R1,B1 + F2,raw_state,sequence,gopro4,609,29,32,577,17,546,31,15,0.6922891036906854,0.3541666666666667,0.53125,0.425,0.9732620320855615,0.9462738301559792,0.9595782073813709,0.9244663382594417,0.7387619150779896,0.46875,0.053726169844020795,0.5517241379310345,0.7427813527082074,0.5517241379310345
D1,QV2-0,R1,B1 + F2,raw_state,sequence,gopro46,630,30,38,592,4,586,6,34,0.5668316831683169,0.4,0.10526315789473684,0.16666666666666666,0.9451612903225807,0.9898648648648649,0.966996699669967,0.9365079365079365,0.5475640113798008,0.8947368421052632,0.010135135135135136,0.9333333333333333,1.0954451150103321,-0.9333333333333333
D1,QV2-0,R1,B1 + F2,raw_state,sequence,gopro5,693,33,61,632,35,632,0,26,0.8545058139534883,1.0,0.5737704918032787,0.7291666666666666,0.9604863221884499,1.0,0.9798449612403101,0.9624819624819625,0.7868852459016393,0.4262295081967213,0.0,0.7878787878787878,1.2060453783110545,-0.7878787878787878
D1,QV2-0,R1,B1 + F2,raw_state,sequence,gopro8,420,20,48,372,34,372,0,14,0.9053993178454212,1.0,0.7083333333333334,0.8292682926829268,0.9637305699481865,1.0,0.9815303430079156,0.9666666666666667,0.8541666666666667,0.2916666666666667,0.0,0.7,0.8366600265340756,-0.7
D1,QV2-0,R1,B1 + F2,raw_state,sequence,gopro9,693,33,61,632,21,613,19,40,0.6849635936356281,0.525,0.3442622950819672,0.4158415841584158,0.9387442572741195,0.9699367088607594,0.9540856031128404,0.9148629148629148,0.6570995019713634,0.6557377049180327,0.030063291139240507,0.696969696969697,1.0298573010888745,-0.6363636363636364
D1,QV2-0,R1,B1 + F2,raw_state,slot,slot_00,376,376,4,372,4,372,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
D1,QV2-0,R1,B1 + F2,raw_state,slot,slot_01,376,376,13,363,13,356,7,0,0.8890715218948877,0.65,1.0,0.787878787878788,1.0,0.9807162534435262,0.9902642559109874,0.9813829787234043,0.9903581267217632,0.0,0.01928374655647383,0.018617021276595744,0.13644420572745383,0.018617021276595744
D1,QV2-0,R1,B1 + F2,raw_state,slot,slot_02,376,376,54,322,54,322,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
D1,QV2-0,R1,B1 + F2,raw_state,slot,slot_03,376,376,52,324,16,320,4,36,0.6928104575163399,0.8,0.3076923076923077,0.4444444444444444,0.898876404494382,0.9876543209876543,0.9411764705882353,0.8936170212765957,0.647673314339981,0.6923076923076923,0.012345679012345678,0.10638297872340426,0.3261640365267211,-0.0851063829787234
D1,QV2-0,R1,B1 + F2,raw_state,slot,slot_04,376,376,48,328,8,312,16,40,0.5699346405228758,0.3333333333333333,0.16666666666666666,0.2222222222222222,0.8863636363636364,0.9512195121951219,0.9176470588235294,0.851063829787234,0.5589430894308943,0.8333333333333334,0.04878048780487805,0.14893617021276595,0.38592249249397986,-0.06382978723404255
D1,QV2-0,R1,B1 + F2,raw_state,slot,slot_05,376,376,44,332,41,332,0,3,0.9801040656142517,1.0,0.9318181818181818,0.9647058823529412,0.991044776119403,1.0,0.9955022488755623,0.9920212765957447,0.9659090909090908,0.06818181818181818,0.0,0.007978723404255319,0.08932370012631205,-0.007978723404255319
D1,QV2-0,R1,B1 + F2,raw_state,slot,slot_06,376,376,62,314,0,314,0,62,0.45507246376811594,0.0,0.0,0.0,0.8351063829787234,1.0,0.9101449275362319,0.8351063829787234,0.5,1.0,0.0,0.16489361702127658,0.40607095072324073,-0.16489361702127658
D1,QV2-0,R1,B1 + F2,raw_state,slot,slot_07,376,376,17,359,17,358,1,0,0.9850169356445507,0.9444444444444444,1.0,0.9714285714285714,1.0,0.9972144846796658,0.99860529986053,0.9973404255319149,0.9986072423398329,0.0,0.002785515320334262,0.0026595744680851063,0.05157106231293967,0.0026595744680851063
D1,QV2-0,R1,B1 + F2,raw_state,slot,slot_08,376,376,2,374,2,374,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
D1,QV2-0,R1,B1 + F2,raw_state,slot,slot_09,376,376,2,374,2,374,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
D1,QV2-0,R1,B1 + F2,raw_state,slot,slot_10,376,376,20,356,14,354,2,6,0.8833022967101178,0.875,0.7,0.7777777777777777,0.9833333333333333,0.9943820224719101,0.9888268156424581,0.9787234042553191,0.8471910112359551,0.3,0.0056179775280898875,0.02127659574468085,0.14586499149789456,-0.010638297872340425
D1,QV2-0,R1,B1 + F2,raw_state,slot,slot_11,376,376,67,309,9,296,13,58,0.5475791007846527,0.4090909090909091,0.13432835820895522,0.20224719101123595,0.8361581920903954,0.9579288025889967,0.8929110105580693,0.8111702127659575,0.5461285803989759,0.8656716417910447,0.042071197411003236,0.18882978723404256,0.4345454950106405,-0.1196808510638298
D1,QV2-0,R1,B1 + F2,raw_state,slot,slot_12,376,376,47,329,3,263,66,44,0.4393840815441336,0.043478260869565216,0.06382978723404255,0.05172413793103448,0.8566775244299675,0.7993920972644377,0.8270440251572327,0.7074468085106383,0.4316109422492401,0.9361702127659575,0.2006079027355623,0.2925531914893617,0.5408818646334537,0.05851063829787234
D1,QV2-0,R1,B1 + F2,raw_state,slot,slot_13,376,376,72,304,15,271,33,57,0.5537974683544304,0.3125,0.20833333333333334,0.25,0.8262195121951219,0.8914473684210527,0.8575949367088608,0.7606382978723404,0.549890350877193,0.7916666666666666,0.10855263157894737,0.2393617021276596,0.48924605479008165,-0.06382978723404255
D1,QV2-0,R1,B1 + F2,raw_state,slot,slot_14,376,376,23,353,23,349,4,0,0.9571509971509972,0.8518518518518519,1.0,0.92,1.0,0.9886685552407932,0.9943019943019943,0.9893617021276596,0.9943342776203966,0.0,0.0113314447592068,0.010638297872340425,0.10314212462587934,0.010638297872340425
D1,QV2-0,R1,B1 + F2,raw_state,slot,slot_15,376,376,48,328,9,328,0,39,0.6298371828852707,1.0,0.1875,0.3157894736842105,0.8937329700272479,1.0,0.943884892086331,0.8962765957446809,0.59375,0.8125,0.0,0.10372340425531915,0.3220611809195873,-0.10372340425531915
D1,QV2-0,R1,B1 + F2,raw_state,slot,slot_16,376,376,91,285,56,285,0,35,0.8520267611176702,1.0,0.6153846153846154,0.761904761904762,0.890625,1.0,0.9421487603305785,0.9069148936170213,0.8076923076923077,0.38461538461538464,0.0,0.09308510638297872,0.3050985191425529,-0.09308510638297872
D1,QV2-0,R1,B1 + F2,raw_state,slot,slot_17,376,376,26,350,8,348,2,18,0.7082557417752948,0.8,0.3076923076923077,0.4444444444444444,0.9508196721311475,0.9942857142857143,0.9720670391061452,0.9468085106382979,0.6509890109890111,0.6923076923076923,0.005714285714285714,0.05319148936170213,0.23063280200722128,-0.0425531914893617
D1,QV2-0,R1,B1 + F2,raw_state,slot,slot_18,376,376,34,342,1,342,0,33,0.5055588762701734,1.0,0.029411764705882353,0.05714285714285715,0.912,1.0,0.9539748953974896,0.9122340425531915,0.5147058823529411,0.9705882352941176,0.0,0.08776595744680851,0.2962531982051983,-0.08776595744680851
D1,QV2-0,R1,B1 + F2,raw_state,slot,slot_19,376,376,53,323,1,315,8,52,0.4726507713884993,0.1111111111111111,0.018867924528301886,0.03225806451612903,0.8583106267029973,0.9752321981424149,0.9130434782608696,0.8404255319148937,0.4970500613353584,0.9811320754716981,0.02476780185758514,0.1595744680851064,0.3994677309684806,-0.11702127659574468
D1,QV2-0,R1,B1 + F2,raw_state,slot,slot_20,376,376,19,357,0,323,34,19,0.46208869814020026,0.0,0.0,0.0,0.9444444444444444,0.9047619047619048,0.9241773962804005,0.8590425531914894,0.4523809523809524,1.0,0.09523809523809523,0.14095744680851063,0.3754430007451339,0.0398936170212766
D1,QV2-0,R2,B1 + F2 + E4,state,overall,all,7896,376,798,7098,356,6488,610,442,0.6643176232568875,0.36853002070393376,0.44611528822055135,0.40362811791383213,0.9362193362193362,0.9140602986756833,0.9250071285999429,0.8667679837892603,0.6800877934481173,0.5538847117794486,0.0859397013243167,1.3297872340425532,1.7366512162229095,0.44680851063829785
D1,QV2-0,R2,B1 + F2 + E4,state,sequence,gopro1,525,25,41,484,4,468,16,37,0.5387790283280015,0.2,0.0975609756097561,0.13114754098360656,0.9267326732673268,0.9669421487603306,0.9464105156723964,0.8990476190476191,0.5322515621850433,0.9024390243902439,0.03305785123966942,1.08,1.5099668870541498,-0.84
D1,QV2-0,R2,B1 + F2 + E4,state,sequence,gopro11,525,25,70,455,44,376,79,26,0.6667190645763932,0.35772357723577236,0.6285714285714286,0.455958549222798,0.9353233830845771,0.8263736263736263,0.8774795799299883,0.8,0.7274725274725274,0.37142857142857144,0.17362637362637362,2.52,2.6608269391300143,2.12
D1,QV2-0,R2,B1 + F2 + E4,state,sequence,gopro12,567,27,52,515,33,473,42,19,0.729554535573818,0.44,0.6346153846153846,0.5196850393700788,0.9613821138211383,0.9184466019417475,0.9394240317775572,0.892416225749559,0.776530993278566,0.36538461538461536,0.08155339805825243,1.0,1.1706281947614154,0.8518518518518519
